,Node,Degree,In degree nodes,Out degree nodes,Betweenness centrality,Local reaching centrality,Label,Community
0,1002500445862745083997239040935976457277621417162,2,1,1,2.4386675120714043e-05,0.009991532230854461,flavanoids <= 0.72,0
1,928621589127927934620961952074257259595278295629,22,22,0,0.0,0.0,Class 2,0
2,1004069230724136510424881710647087730653998060878,2,1,1,7.316002536214213e-05,0.0013322042974472613,ash <= 2.21,1
3,171982518954274878349485416184092168691833932185,56,56,0,0.0,0.0,Class 1,1
4,1010709181251171575726926850088668533089717097025,2,1,1,2.4386675120714043e-05,0.0006661021487236306,malic_acid > 4.64,1
5,1011652811994655114821604064126657170848379265613,2,1,1,4.8773350241428086e-05,0.0006661021487236306,alcohol > 14.33,2
6,1147257542945440298109815666246017244067397811172,27,27,0,0.0,0.0,Class 0,2
7,1016391160912148522245777511327486803851198252332,2,1,1,9.754670048285617e-05,0.0006661021487236306,color_intensity > 3.74,2
8,1031103295999185789711731850224434883521811019387,2,1,1,9.754670048285617e-05,0.0006661021487236306,malic_acid > 2.49,0
9,1033714099976722677558596500858254365572211595151,2,1,1,0.0,0.0006661021487236306,proline <= 813.8,1
10,1045735520145333121902998216492332254366297804482,3,1,2,0.0013412671316392723,0.32579611179196716,nonflavanoid_phenols > 0.14,2
11,1315900541403471088184049528801254210464589930429,3,1,2,0.0016095205579671268,0.25748019963162244,malic_acid <= 4.64,2
12,1049149842385760420484556308704024594718063151194,2,1,1,2.4386675120714043e-05,0.0026644085948945226,malic_acid <= 2.49,1
13,1057749680161602757033554027198716231093154752241,2,1,1,4.8773350241428086e-05,0.001998306446170892,hue > 1.21,1
14,1068125668890793507271623152720529859779467251076,2,1,1,0.00014632005072428425,0.0006661021487236306,flavanoids <= 2.48,2
15,1083944787846416286862173828883151804627841148383,3,1,2,0.0005121201775349949,0.02009408148649619,total_phenols <= 1.94,1
16,634689525647045183359826526254655744894114615421,3,1,2,0.00026825342632785446,0.006661021487236307,alcalinity_of_ash <= 21.26,1
17,665174743844274233053575025499895961600216754517,3,1,2,0.00024386675120714044,0.005328817189789045,alcalinity_of_ash > 21.26,0
18,108415736672035021663489619150773955623494138685,2,1,1,7.316002536214213e-05,0.0013322042974472613,total_phenols <= 1.66,0
19,1099839498900438493509026131997300450637485492584,3,1,2,0.0003901868019314247,0.12930152876973544,total_phenols <= 2.24,1
20,1239970235270244054923570353544405528337616381913,3,1,2,0.0007072135785007072,0.0789553080287077,flavanoids > 0.72,1
21,1112519507201122107758908211093170113472912558489,3,1,2,0.0002926401014485685,0.0026644085948945226,malic_acid > 3.34,1
22,397524945321571739751721304684277164605811810712,2,1,1,4.8773350241428086e-05,0.0006661021487236306,alcalinity_of_ash > 21.1,1
23,674745925047710270715803906323930288875806569594,2,1,1,4.8773350241428086e-05,0.0006661021487236306,alcalinity_of_ash <= 21.1,0
24,1122694427845986136428687849880392378384334550294,3,1,2,0.00024386675120714044,0.013322042974472615,flavanoids > 1.14,1
25,617513986426448999002524163995662917405960545535,2,1,1,4.8773350241428086e-05,0.005994919338512676,color_intensity <= 3.74,1
26,1135861795462548680337325070237463765192002656028,2,1,1,0.00012193337560357022,0.0013322042974472613,color_intensity <= 3.97,1
27,1137872274921841640490312916843632093149452544740,3,1,2,0.0009998536799492757,0.39155995401345206,od280/od315_of_diluted_wines > 2.98,2
28,1371557341714852031762396488307278600620592119936,2,1,1,4.8773350241428086e-05,0.0013322042974472613,nonflavanoid_phenols <= 0.14,1
29,1147884804661727376398846875252982082737049623273,3,1,2,0.0012437204311564162,0.06405682330225582,malic_acid > 2.1,0
30,207288588089336703935651807612488048072200996384,3,1,2,0.0006584402282592791,0.009214413057343558,alcalinity_of_ash > 21.67,0
31,253668023824743312716825744585926046280646416626,3,1,2,0.000585280202897137,0.033860192560117894,alcalinity_of_ash <= 21.67,0
32,1149336580325533949808669995992790625200695189137,3,1,2,0.0004877335024142809,0.009214413057343558,total_phenols <= 2.12,0
33,928928717372293221765215490539957675666303168139,3,1,2,0.00026825342632785446,0.003996612892341784,color_intensity > 3.97,0
34,1161741526463536780519464067504663384226942012454,3,1,2,0.0003414134516899966,0.017041113304846218,color_intensity <= 5.12,0
35,38092662559508797455338987713974578900883119792,3,1,2,0.00031702677656928255,0.010213566280429005,color_intensity > 2.43,0
36,500918888423359869119445642145910761556845992571,2,1,1,7.316002536214213e-05,0.0006661021487236306,color_intensity <= 2.43,1
37,117019882101638797321308714311456766993686045009,2,1,1,2.4386675120714043e-05,0.006661021487236307,alcalinity_of_ash <= 22.8,2
38,1190766358811890208995514083621169146156007241008,3,1,2,0.0020972540603814076,0.03474832875841607,color_intensity > 3.55,2
39,1218907746019169137804860407695113816299805315456,5,2,3,0.0019997073598985514,0.02403518586644434,total_phenols <= 2.2,1
40,802144795629145649059423211351163042305703185586,5,2,3,0.0016095205579671268,0.013988145123196244,total_phenols > 2.2,2
41,1196831667996461598522723051177571874311323856850,3,1,2,0.0014875871823635566,0.023757643304476165,proline <= 1091.03,1
42,538390718445651713226568195846313216299765596146,2,1,1,2.4386675120714043e-05,0.0013322042974472613,total_phenols > 2.77,2
43,924800354157027858893170772384283369092740985382,3,1,2,0.001121787055552846,0.014099162147983516,total_phenols <= 2.77,1
44,1198050469235546092014505407383944656751008822735,2,1,1,0.00024386675120714044,0.0006661021487236306,hue <= 0.83,0
45,1206291886969403106949367239213689777084199248986,2,1,1,2.4386675120714043e-05,0.0006661021487236306,proline <= 552.13,1
46,1210976725085356361776131454842278012122880544451,3,1,2,0.001194947080914988,0.00555085123936359,nonflavanoid_phenols <= 0.21,2
47,224255054175544743883437730814636939427752578194,3,1,2,0.0006828269033799932,0.0026644085948945226,flavanoids <= 3.37,2
48,767536326113182971524376529010687304862589253385,2,1,1,2.4386675120714043e-05,0.0006661021487236306,flavanoids > 3.37,2
49,1215300059112221716389085532957142807228239226859,2,1,1,2.4386675120714043e-05,0.003996612892341784,alcalinity_of_ash <= 27.65,2
50,1216719834942736158885202844768279489282743352622,2,1,1,4.8773350241428086e-05,0.003996612892341784,malic_acid <= 1.36,1
51,332384342774861226146456675305556941197636801911,3,1,2,0.0014632005072428426,0.008215259834258111,magnesium > 100.39,1
52,529479264468054233058981273483228851163211622341,2,1,1,0.0,0.005328817189789045,magnesium <= 100.39,1
53,1224321733376103592486103362513347646672916063494,3,1,2,0.0009266936545871337,0.0026644085948945226,total_phenols <= 1.59,1
54,822035181917035874407749591020143328677636493203,2,1,1,4.8773350241428086e-05,0.0006661021487236306,hue > 0.83,1
55,1228700945497161038366699763439356177959820907914,2,1,1,4.8773350241428086e-05,0.0006661021487236306,color_intensity <= 6.98,1
56,712451681135673907939626512715978953688258731848,3,1,2,0.0009023069794664196,0.050901305864964094,hue <= 1.21,1
57,1253583546819606661348989029717095516669004134870,2,1,1,4.8773350241428086e-05,0.0013322042974472613,nonflavanoid_phenols > 0.52,1
58,1254505154801731614563389845483611544687863087673,3,1,2,9.754670048285617e-05,0.00932543008213083,malic_acid > 3.76,0
